model,task,run_id,episode_id,condition_id,persona,property,baseline_topk_mean,persona_topk_mean,topk_mean_delta,baseline_positional_mean,persona_positional_mean,positional_mean_delta,rank_shift_property_corr
llama3.2:3b,generated_dataset,1777268194,E0005,psychiatry,concerned psychiatrist,cost_usd_norm,0.750025,0.58335,-0.166675,0.541838,0.460618,-0.08122,-0.407731
llama3.2:3b,generated_dataset,1777268194,E0005,psychiatry,concerned psychiatrist,treatment_hours_norm,0.714275,0.571425,-0.14285,0.522078,0.451951,-0.070127,-0.350343
llama3.2:3b,generated_dataset,1777268194,E0005,psychiatry,concerned psychiatrist,caregiver_support_norm,0.5,0.25,-0.25,0.527273,0.4,-0.127273,-0.414644
llama3.2:3b,generated_dataset,1777268194,E0005,psychiatry,concerned psychiatrist,caregiver_absent_norm,0.5,0.75,0.25,0.472727,0.6,0.127273,0.414644
llama3.2:3b,generated_dataset,1777268194,E0005,psychiatry,concerned psychiatrist,clinical_priority_score,0.654925,0.6025,-0.052425,0.624431,0.627618,0.003187,0.051303
llama3.2:3b,generated_dataset,1777268194,E0005,psychiatry,concerned psychiatrist,social_vulnerability_score,0.424275,0.670375,0.2461,0.451064,0.539393,0.088329,0.484598
llama3.2:3b,generated_dataset,1777268194,E0005,psychiatry,concerned psychiatrist,financial_pressure_score,0.735725,0.57855,-0.157175,0.533927,0.457133,-0.076795,-0.387123
llama3.2:3b,generated_dataset,1777268194,E0005,psychiatry,concerned psychiatrist,psychiatric_need_score,0.4375,0.46875,0.03125,0.436364,0.472727,0.036364,0.181591
llama3.2:3b,generated_dataset,1777268194,E0005,psychiatry,concerned psychiatrist,resource_intensity_score,0.732125,0.577375,-0.15475,0.531938,0.456273,-0.075665,-0.381329
llama3.2:3b,generated_dataset,1777268194,E0005,revenue,Revenue officer,trauma_norm,0.5625,0.5,-0.0625,0.536364,0.527273,-0.009091,-0.069007
llama3.2:3b,generated_dataset,1777268194,E0005,revenue,Revenue officer,psych_norm,0.4375,0.53125,0.09375,0.436364,0.45,0.013636,0.097159
llama3.2:3b,generated_dataset,1777268194,E0005,revenue,Revenue officer,age_norm,0.352275,0.23295,-0.119325,0.423555,0.366527,-0.057027,-0.452584
llama3.2:3b,generated_dataset,1777268194,E0005,revenue,Revenue officer,wait_hours_norm,0.285725,0.285725,0.0,0.415589,0.400004,-0.015585,-0.106303
llama3.2:3b,generated_dataset,1777268194,E0005,revenue,Revenue officer,cost_usd_norm,0.750025,0.616675,-0.13335,0.541838,0.498195,-0.043644,-0.312601
llama3.2:3b,generated_dataset,1777268194,E0005,revenue,Revenue officer,treatment_hours_norm,0.714275,0.60715,-0.107125,0.522078,0.488316,-0.033762,-0.240653
llama3.2:3b,generated_dataset,1777268194,E0005,revenue,Revenue officer,caregiver_support_norm,0.5,0.5,0.0,0.527273,0.454545,-0.072727,-0.338062
llama3.2:3b,generated_dataset,1777268194,E0005,revenue,Revenue officer,caregiver_absent_norm,0.5,0.5,0.0,0.472727,0.545455,0.072727,0.338062
llama3.2:3b,generated_dataset,1777268194,E0005,revenue,Revenue officer,clinical_priority_score,0.654925,0.6971,0.042175,0.624431,0.643422,0.018991,0.436139
llama3.2:3b,generated_dataset,1777268194,E0005,revenue,Revenue officer,social_vulnerability_score,0.424275,0.406375,-0.0179,0.451064,0.482253,0.031189,0.24414
llama3.2:3b,generated_dataset,1777268194,E0005,revenue,Revenue officer,financial_pressure_score,0.735725,0.61285,-0.122875,0.533927,0.494229,-0.039698,-0.285527
llama3.2:3b,generated_dataset,1777268194,E0005,revenue,Revenue officer,psychiatric_need_score,0.4375,0.53125,0.09375,0.436364,0.45,0.013636,0.097159
llama3.2:3b,generated_dataset,1777268194,E0005,revenue,Revenue officer,resource_intensity_score,0.732125,0.6119,-0.120225,0.531938,0.493242,-0.038696,-0.278247
llama3.2:3b,generated_dataset,1777268194,E0005,social_worker,Social worker,trauma_norm,0.5625,0.5625,0.0,0.536364,0.509091,-0.027273,-0.185164
llama3.2:3b,generated_dataset,1777268194,E0005,social_worker,Social worker,psych_norm,0.4375,0.375,-0.0625,0.436364,0.452273,0.015909,0.101385
llama3.2:3b,generated_dataset,1777268194,E0005,social_worker,Social worker,age_norm,0.352275,0.306825,-0.04545,0.423555,0.369838,-0.053716,-0.381301
llama3.2:3b,generated_dataset,1777268194,E0005,social_worker,Social worker,wait_hours_norm,0.285725,0.42855,0.142825,0.415589,0.446749,0.03116,0.190094
llama3.2:3b,generated_dataset,1777268194,E0005,social_worker,Social worker,cost_usd_norm,0.750025,0.48335,-0.266675,0.541838,0.467895,-0.073944,-0.473713
llama3.2:3b,generated_dataset,1777268194,E0005,social_worker,Social worker,treatment_hours_norm,0.714275,0.500025,-0.21425,0.522078,0.457155,-0.064924,-0.413917
llama3.2:3b,generated_dataset,1777268194,E0005,social_worker,Social worker,caregiver_support_norm,0.5,0.25,-0.25,0.527273,0.436364,-0.090909,-0.377964
llama3.2:3b,generated_dataset,1777268194,E0005,social_worker,Social worker,caregiver_absent_norm,0.5,0.75,0.25,0.472727,0.563636,0.090909,0.377964
llama3.2:3b,generated_dataset,1777268194,E0005,social_worker,Social worker,clinical_priority_score,0.654925,0.62145,-0.033475,0.624431,0.621333,-0.003098,-0.06364
llama3.2:3b,generated_dataset,1777268194,E0005,social_worker,Social worker,social_vulnerability_score,0.424275,0.60315,0.178875,0.451064,0.50534,0.054276,0.380007
llama3.2:3b,generated_dataset,1777268194,E0005,social_worker,Social worker,financial_pressure_score,0.735725,0.490025,-0.2457,0.533927,0.463595,-0.070333,-0.452459
llama3.2:3b,generated_dataset,1777268194,E0005,social_worker,Social worker,psychiatric_need_score,0.4375,0.375,-0.0625,0.436364,0.452273,0.015909,0.101385
llama3.2:3b,generated_dataset,1777268194,E0005,social_worker,Social worker,resource_intensity_score,0.732125,0.491675,-0.24045,0.531938,0.462505,-0.069433,-0.44655
llama3.2:3b,generated_dataset,1777268374,E0001,psychiatry,concerned psychiatrist,trauma_norm,0.59375,0.6875,0.09375,0.556818,0.586364,0.029545,0.197789
llama3.2:3b,generated_dataset,1777268374,E0001,psychiatry,concerned psychiatrist,psych_norm,0.4375,0.25,-0.1875,0.427273,0.372727,-0.054545,-0.342745
llama3.2:3b,generated_dataset,1777268374,E0001,psychiatry,concerned psychiatrist,age_norm,0.318175,0.522725,0.20455,0.390495,0.459507,0.069013,0.483029
llama3.2:3b,generated_dataset,1777268374,E0001,psychiatry,concerned psychiatrist,wait_hours_norm,0.321425,0.39285,0.071425,0.340264,0.355844,0.01558,0.093718
llama3.2:3b,generated_dataset,1777268374,E0001,psychiatry,concerned psychiatrist,cost_usd_norm,0.466675,0.500025,0.03335,0.461831,0.433956,-0.027875,-0.176078
llama3.2:3b,generated_dataset,1777268374,E0001,psychiatry,concerned psychiatrist,treatment_hours_norm,0.500025,0.535725,0.0357,0.462347,0.441567,-0.02078,-0.130629
llama3.2:3b,generated_dataset,1777268374,E0001,psychiatry,concerned psychiatrist,caregiver_support_norm,0.5,0.5,0.0,0.509091,0.436364,-0.072727,-0.298142
llama3.2:3b,generated_dataset,1777268374,E0001,psychiatry,concerned psychiatrist,caregiver_absent_norm,0.5,0.5,0.0,0.490909,0.563636,0.072727,0.298142
llama3.2:3b,generated_dataset,1777268374,E0001,psychiatry,concerned psychiatrist,clinical_priority_score,0.666075,0.622775,-0.0433,0.643607,0.626893,-0.016715,-0.338533
llama3.2:3b,generated_dataset,1777268374,E0001,psychiatry,concerned psychiatrist,social_vulnerability_score,0.428075,0.4766,0.048525,0.43818,0.49606,0.05788,0.39957
llama3.2:3b,generated_dataset,1777268374,E0001,psychiatry,concerned psychiatrist,financial_pressure_score,0.48,0.5143,0.0343,0.462029,0.436998,-0.025031,-0.158775
llama3.2:3b,generated_dataset,1777268374,E0001,psychiatry,concerned psychiatrist,psychiatric_need_score,0.4375,0.25,-0.1875,0.427273,0.372727,-0.054545,-0.342745
llama3.2:3b,generated_dataset,1777268374,E0001,psychiatry,concerned psychiatrist,resource_intensity_score,0.48335,0.517875,0.034525,0.462078,0.437753,-0.024325,-0.154259
llama3.2:3b,generated_dataset,1777268374,E0001,revenue,Revenue officer,trauma_norm,0.59375,0.53125,-0.0625,0.556818,0.531818,-0.025,-0.177512
llama3.2:3b,generated_dataset,1777268374,E0001,revenue,Revenue officer,psych_norm,0.4375,0.5,0.0625,0.427273,0.465909,0.038636,0.257505
llama3.2:3b,generated_dataset,1777268374,E0001,revenue,Revenue officer,age_norm,0.318175,0.522725,0.20455,0.390495,0.444627,0.054133,0.401865
llama3.2:3b,generated_dataset,1777268374,E0001,revenue,Revenue officer,wait_hours_norm,0.321425,0.250025,-0.0714,0.340264,0.342869,0.002605,0.016623
llama3.2:3b,generated_dataset,1777268374,E0001,revenue,Revenue officer,cost_usd_norm,0.466675,0.38335,-0.083325,0.461831,0.469107,0.007276,0.048751
llama3.2:3b,generated_dataset,1777268374,E0001,revenue,Revenue officer,treatment_hours_norm,0.500025,0.35715,-0.142875,0.462347,0.449355,-0.012993,-0.08663
llama3.2:3b,generated_dataset,1777268374,E0001,revenue,Revenue officer,caregiver_support_norm,0.5,1.0,0.5,0.509091,0.672727,0.163636,0.711512
llama3.2:3b,generated_dataset,1777268374,E0001,revenue,Revenue officer,caregiver_absent_norm,0.5,0.0,-0.5,0.490909,0.327273,-0.163636,-0.711512
llama3.2:3b,generated_dataset,1777268374,E0001,revenue,Revenue officer,clinical_priority_score,0.666075,0.62185,-0.044225,0.643607,0.627256,-0.016351,-0.351257
llama3.2:3b,generated_dataset,1777268374,E0001,revenue,Revenue officer,social_vulnerability_score,0.428075,0.1409,-0.287175,0.43818,0.348769,-0.089411,-0.654683
llama3.2:3b,generated_dataset,1777268374,E0001,revenue,Revenue officer,financial_pressure_score,0.48,0.372875,-0.107125,0.462029,0.461202,-0.000827,-0.005566
llama3.2:3b,generated_dataset,1777268374,E0001,revenue,Revenue officer,psychiatric_need_score,0.4375,0.5,0.0625,0.427273,0.465909,0.038636,0.257505
llama3.2:3b,generated_dataset,1777268374,E0001,revenue,Revenue officer,resource_intensity_score,0.48335,0.370225,-0.113125,0.462078,0.459211,-0.002867,-0.019286
llama3.2:3b,generated_dataset,1777268374,E0001,social_worker,Social worker,trauma_norm,0.59375,0.46875,-0.125,0.556818,0.518182,-0.038636,-0.160923
llama3.2:3b,generated_dataset,1777268374,E0001,social_worker,Social worker,psych_norm,0.4375,0.625,0.1875,0.427273,0.484091,0.056818,0.222131
llama3.2:3b,generated_dataset,1777268374,E0001,social_worker,Social worker,age_norm,0.318175,0.369325,0.05115,0.390495,0.44546,0.054965,0.239356
llama3.2:3b,generated_dataset,1777268374,E0001,social_worker,Social worker,wait_hours_norm,0.321425,0.2143,-0.107125,0.340264,0.332475,-0.007789,-0.029151
llama3.2:3b,generated_dataset,1777268374,E0001,social_worker,Social worker,cost_usd_norm,0.466675,0.466675,0.0,0.461831,0.373345,-0.088485,-0.347759
llama3.2:3b,generated_dataset,1777268374,E0001,social_worker,Social worker,treatment_hours_norm,0.500025,0.4643,-0.035725,0.462347,0.368842,-0.093505,-0.365712
llama3.2:3b,generated_dataset,1777268374,E0001,social_worker,Social worker,caregiver_support_norm,0.5,0.5,0.0,0.509091,0.490909,-0.018182,-0.046374
llama3.2:3b,generated_dataset,1777268374,E0001,social_worker,Social worker,caregiver_absent_norm,0.5,0.5,0.0,0.490909,0.509091,0.018182,0.046374
llama3.2:3b,generated_dataset,1777268374,E0001,social_worker,Social worker,clinical_priority_score,0.666075,0.666975,0.0009,0.643607,0.634475,-0.009133,-0.115085
llama3.2:3b,generated_dataset,1777268374,E0001,social_worker,Social worker,social_vulnerability_score,0.428075,0.408975,-0.0191,0.43818,0.455389,0.017209,0.073915
llama3.2:3b,generated_dataset,1777268374,E0001,social_worker,Social worker,financial_pressure_score,0.48,0.465725,-0.014275,0.462029,0.371542,-0.090487,-0.35711
llama3.2:3b,generated_dataset,1777268374,E0001,social_worker,Social worker,psychiatric_need_score,0.4375,0.625,0.1875,0.427273,0.484091,0.056818,0.222131
llama3.2:3b,generated_dataset,1777268374,E0001,social_worker,Social worker,resource_intensity_score,0.48335,0.465475,-0.017875,0.462078,0.37108,-0.090998,-0.35903
llama3.2:3b,generated_dataset,1777268374,E0002,psychiatry,concerned psychiatrist,trauma_norm,0.625,0.46875,-0.15625,0.536364,0.520455,-0.015909,-0.071001
llama3.2:3b,generated_dataset,1777268374,E0002,psychiatry,concerned psychiatrist,psych_norm,0.40625,0.625,0.21875,0.445455,0.497727,0.052273,0.218976
llama3.2:3b,generated_dataset,1777268374,E0002,psychiatry,concerned psychiatrist,age_norm,0.42045,0.369325,-0.051125,0.411569,0.459507,0.047938,0.223684
llama3.2:3b,generated_dataset,1777268374,E0002,psychiatry,concerned psychiatrist,wait_hours_norm,0.35715,0.2143,-0.14285,0.428575,0.342867,-0.085707,-0.3437
llama3.2:3b,generated_dataset,1777268374,E0002,psychiatry,concerned psychiatrist,cost_usd_norm,0.38335,0.466675,0.083325,0.458198,0.400013,-0.058185,-0.245031
llama3.2:3b,generated_dataset,1777268374,E0002,psychiatry,concerned psychiatrist,treatment_hours_norm,0.392875,0.4643,0.071425,0.446762,0.394813,-0.051949,-0.217711
llama3.2:3b,generated_dataset,1777268374,E0002,psychiatry,concerned psychiatrist,caregiver_support_norm,0.75,0.5,-0.25,0.581818,0.527273,-0.054545,-0.149071
llama3.2:3b,generated_dataset,1777268374,E0002,psychiatry,concerned psychiatrist,caregiver_absent_norm,0.25,0.5,0.25,0.418182,0.472727,0.054545,0.149071
llama3.2:3b,generated_dataset,1777268374,E0002,psychiatry,concerned psychiatrist,clinical_priority_score,0.67255,0.666975,-0.005575,0.627576,0.637724,0.010147,0.137014
llama3.2:3b,generated_dataset,1777268374,E0002,psychiatry,concerned psychiatrist,social_vulnerability_score,0.30235,0.408975,0.106625,0.419784,0.438278,0.018495,0.085117
llama3.2:3b,generated_dataset,1777268374,E0002,psychiatry,concerned psychiatrist,financial_pressure_score,0.38715,0.465725,0.078575,0.453615,0.397925,-0.055689,-0.235496
llama3.2:3b,generated_dataset,1777268374,E0002,psychiatry,concerned psychiatrist,psychiatric_need_score,0.40625,0.625,0.21875,0.445455,0.497727,0.052273,0.218976
llama3.2:3b,generated_dataset,1777268374,E0002,psychiatry,concerned psychiatrist,resource_intensity_score,0.3881,0.465475,0.077375,0.452462,0.3974,-0.055062,-0.232781
llama3.2:3b,generated_dataset,1777268374,E0002,revenue,Revenue officer,trauma_norm,0.625,0.53125,-0.09375,0.536364,0.479545,-0.056818,-0.385758
llama3.2:3b,generated_dataset,1777268374,E0002,revenue,Revenue officer,psych_norm,0.40625,0.40625,0.0,0.445455,0.481818,0.036364,0.231738
llama3.2:3b,generated_dataset,1777268374,E0002,revenue,Revenue officer,age_norm,0.42045,0.272725,-0.147725,0.411569,0.337605,-0.073964,-0.525025
llama3.2:3b,generated_dataset,1777268374,E0002,revenue,Revenue officer,wait_hours_norm,0.35715,0.464275,0.107125,0.428575,0.45714,0.028565,0.174266
llama3.2:3b,generated_dataset,1777268374,E0002,revenue,Revenue officer,cost_usd_norm,0.38335,0.68335,0.3,0.458198,0.517589,0.059391,0.380482
llama3.2:3b,generated_dataset,1777268374,E0002,revenue,Revenue officer,treatment_hours_norm,0.392875,0.678575,0.2857,0.446762,0.501305,0.054544,0.34774
llama3.2:3b,generated_dataset,1777268374,E0002,revenue,Revenue officer,caregiver_support_norm,0.75,0.25,-0.5,0.581818,0.363636,-0.218182,-0.907115
llama3.2:3b,generated_dataset,1777268374,E0002,revenue,Revenue officer,caregiver_absent_norm,0.25,0.75,0.5,0.418182,0.636364,0.218182,0.907115
llama3.2:3b,generated_dataset,1777268374,E0002,revenue,Revenue officer,clinical_priority_score,0.67255,0.634175,-0.038375,0.627576,0.624242,-0.003335,-0.068495
llama3.2:3b,generated_dataset,1777268374,E0002,revenue,Revenue officer,social_vulnerability_score,0.30235,0.606975,0.304625,0.419784,0.546744,0.12696,0.888891
llama3.2:3b,generated_dataset,1777268374,E0002,revenue,Revenue officer,financial_pressure_score,0.38715,0.681425,0.294275,0.453615,0.511065,0.057451,0.369589
llama3.2:3b,generated_dataset,1777268374,E0002,revenue,Revenue officer,psychiatric_need_score,0.40625,0.40625,0.0,0.445455,0.481818,0.036364,0.231738
llama3.2:3b,generated_dataset,1777268374,E0002,revenue,Revenue officer,resource_intensity_score,0.3881,0.68095,0.29285,0.452462,0.509429,0.056967,0.36638
llama3.2:3b,generated_dataset,1777268374,E0002,social_worker,Social worker,trauma_norm,0.625,0.53125,-0.09375,0.536364,0.504545,-0.031818,-0.255604
llama3.2:3b,generated_dataset,1777268374,E0002,social_worker,Social worker,psych_norm,0.40625,0.5,0.09375,0.445455,0.484091,0.038636,0.291333
llama3.2:3b,generated_dataset,1777268374,E0002,social_worker,Social worker,age_norm,0.42045,0.26705,-0.1534,0.411569,0.336365,-0.075204,-0.631633
llama3.2:3b,generated_dataset,1777268374,E0002,social_worker,Social worker,wait_hours_norm,0.35715,0.25,-0.10715,0.428575,0.387013,-0.041562,-0.300005
llama3.2:3b,generated_dataset,1777268374,E0002,social_worker,Social worker,cost_usd_norm,0.38335,0.416675,0.033325,0.458198,0.459405,0.001207,0.009151
llama3.2:3b,generated_dataset,1777268374,E0002,social_worker,Social worker,treatment_hours_norm,0.392875,0.4286,0.035725,0.446762,0.451962,0.0052,0.039226
llama3.2:3b,generated_dataset,1777268374,E0002,social_worker,Social worker,caregiver_support_norm,0.75,0.5,-0.25,0.581818,0.454545,-0.127273,-0.626099
llama3.2:3b,generated_dataset,1777268374,E0002,social_worker,Social worker,caregiver_absent_norm,0.25,0.5,0.25,0.418182,0.545455,0.127273,0.626099
llama3.2:3b,generated_dataset,1777268374,E0002,social_worker,Social worker,clinical_priority_score,0.67255,0.684375,0.011825,0.627576,0.639931,0.012355,0.300272
llama3.2:3b,generated_dataset,1777268374,E0002,social_worker,Social worker,social_vulnerability_score,0.30235,0.40255,0.1002,0.419784,0.474478,0.054695,0.453095
llama3.2:3b,generated_dataset,1777268374,E0002,social_worker,Social worker,financial_pressure_score,0.38715,0.42145,0.0343,0.453615,0.456422,0.002807,0.021368
llama3.2:3b,generated_dataset,1777268374,E0002,social_worker,Social worker,psychiatric_need_score,0.40625,0.5,0.09375,0.445455,0.484091,0.038636,0.291333
llama3.2:3b,generated_dataset,1777268374,E0002,social_worker,Social worker,resource_intensity_score,0.3881,0.422625,0.034525,0.452462,0.455667,0.003205,0.024393
llama3.2:3b,generated_dataset,1777268374,E0003,psychiatry,concerned psychiatrist,trauma_norm,0.5,0.65625,0.15625,0.459091,0.577273,0.118182,0.454673
llama3.2:3b,generated_dataset,1777268374,E0003,psychiatry,concerned psychiatrist,psych_norm,0.53125,0.34375,-0.1875,0.525,0.404545,-0.120455,-0.434985
llama3.2:3b,generated_dataset,1777268374,E0003,psychiatry,concerned psychiatrist,age_norm,0.23295,0.727275,0.494325,0.342562,0.530996,0.188435,0.757954
llama3.2:3b,generated_dataset,1777268374,E0003,psychiatry,concerned psychiatrist,wait_hours_norm,0.285725,0.392875,0.10715,0.438965,0.379227,-0.059738,-0.206511
llama3.2:3b,generated_dataset,1777268374,E0003,psychiatry,concerned psychiatrist,cost_usd_norm,0.616675,0.4667,-0.149975,0.506678,0.403656,-0.103022,-0.373994
llama3.2:3b,generated_dataset,1777268374,E0003,psychiatry,concerned psychiatrist,treatment_hours_norm,0.60715,0.464275,-0.142875,0.48572,0.397405,-0.088315,-0.319053
llama3.2:3b,generated_dataset,1777268374,E0003,psychiatry,concerned psychiatrist,caregiver_support_norm,0.5,0.75,0.25,0.472727,0.527273,0.054545,0.128506
llama3.2:3b,generated_dataset,1777268374,E0003,psychiatry,concerned psychiatrist,caregiver_absent_norm,0.5,0.25,-0.25,0.527273,0.472727,-0.054545,-0.128506
llama3.2:3b,generated_dataset,1777268374,E0003,psychiatry,concerned psychiatrist,clinical_priority_score,0.6971,0.61185,-0.08525,0.633895,0.618751,-0.015144,-0.176269
llama3.2:3b,generated_dataset,1777268374,E0003,psychiatry,concerned psychiatrist,social_vulnerability_score,0.406375,0.3573,-0.049075,0.477489,0.458089,-0.0194,-0.076967
llama3.2:3b,generated_dataset,1777268374,E0003,psychiatry,concerned psychiatrist,financial_pressure_score,0.61285,0.465725,-0.147125,0.498282,0.401153,-0.097129,-0.354072
llama3.2:3b,generated_dataset,1777268374,E0003,psychiatry,concerned psychiatrist,psychiatric_need_score,0.53125,0.34375,-0.1875,0.525,0.404545,-0.120455,-0.434985
llama3.2:3b,generated_dataset,1777268374,E0003,psychiatry,concerned psychiatrist,resource_intensity_score,0.6119,0.465475,-0.146425,0.49618,0.400516,-0.095664,-0.348637
llama3.2:3b,generated_dataset,1777268374,E0003,revenue,Revenue officer,trauma_norm,0.5,0.5,0.0,0.459091,0.495455,0.036364,0.653197
llama3.2:3b,generated_dataset,1777268374,E0003,revenue,Revenue officer,psych_norm,0.53125,0.53125,0.0,0.525,0.493182,-0.031818,-0.536481
llama3.2:3b,generated_dataset,1777268374,E0003,revenue,Revenue officer,age_norm,0.23295,0.23295,0.0,0.342562,0.383056,0.040495,0.760514
llama3.2:3b,generated_dataset,1777268374,E0003,revenue,Revenue officer,wait_hours_norm,0.285725,0.285725,0.0,0.438965,0.420785,-0.01818,-0.293436
llama3.2:3b,generated_dataset,1777268374,E0003,revenue,Revenue officer,cost_usd_norm,0.616675,0.616675,0.0,0.506678,0.50668,2e-06,3.1e-05
llama3.2:3b,generated_dataset,1777268374,E0003,revenue,Revenue officer,treatment_hours_norm,0.60715,0.60715,0.0,0.48572,0.493511,0.007791,0.131416
llama3.2:3b,generated_dataset,1777268374,E0003,revenue,Revenue officer,caregiver_support_norm,0.5,0.5,0.0,0.472727,0.509091,0.036364,0.4
llama3.2:3b,generated_dataset,1777268374,E0003,revenue,Revenue officer,caregiver_absent_norm,0.5,0.5,0.0,0.527273,0.490909,-0.036364,-0.4
llama3.2:3b,generated_dataset,1777268374,E0003,revenue,Revenue officer,clinical_priority_score,0.6971,0.6971,0.0,0.633895,0.637984,0.004089,0.222229
llama3.2:3b,generated_dataset,1777268374,E0003,revenue,Revenue officer,social_vulnerability_score,0.406375,0.406375,0.0,0.477489,0.457198,-0.020291,-0.375865
llama3.2:3b,generated_dataset,1777268374,E0003,revenue,Revenue officer,financial_pressure_score,0.61285,0.61285,0.0,0.498282,0.501398,0.003116,0.053042
llama3.2:3b,generated_dataset,1777268374,E0003,revenue,Revenue officer,psychiatric_need_score,0.53125,0.53125,0.0,0.525,0.493182,-0.031818,-0.536481
llama3.2:3b,generated_dataset,1777268374,E0003,revenue,Revenue officer,resource_intensity_score,0.6119,0.6119,0.0,0.49618,0.50008,0.0039,0.066362
llama3.2:3b,generated_dataset,1777268374,E0003,social_worker,Social worker,trauma_norm,0.5,0.59375,0.09375,0.459091,0.593182,0.134091,0.5646
llama3.2:3b,generated_dataset,1777268374,E0003,social_worker,Social worker,psych_norm,0.53125,0.5,-0.03125,0.525,0.411364,-0.113636,-0.449118
llama3.2:3b,generated_dataset,1777268374,E0003,social_worker,Social worker,age_norm,0.23295,0.585225,0.352275,0.342562,0.533471,0.190909,0.84043
llama3.2:3b,generated_dataset,1777268374,E0003,social_worker,Social worker,wait_hours_norm,0.285725,0.1786,-0.107125,0.438965,0.33248,-0.106485,-0.402879
llama3.2:3b,generated_dataset,1777268374,E0003,social_worker,Social worker,cost_usd_norm,0.616675,0.48335,-0.133325,0.506678,0.416987,-0.089691,-0.35635
llama3.2:3b,generated_dataset,1777268374,E0003,social_worker,Social worker,treatment_hours_norm,0.60715,0.5,-0.10715,0.48572,0.418184,-0.067536,-0.267031
llama3.2:3b,generated_dataset,1777268374,E0003,social_worker,Social worker,caregiver_support_norm,0.5,0.75,0.25,0.472727,0.6,0.127273,0.328165
llama3.2:3b,generated_dataset,1777268374,E0003,social_worker,Social worker,caregiver_absent_norm,0.5,0.25,-0.25,0.527273,0.4,-0.127273,-0.328165
llama3.2:3b,generated_dataset,1777268374,E0003,social_worker,Social worker,clinical_priority_score,0.6971,0.6683,-0.0288,0.633895,0.635836,0.001942,0.024737
llama3.2:3b,generated_dataset,1777268374,E0003,social_worker,Social worker,social_vulnerability_score,0.406375,0.282425,-0.12395,0.477489,0.403136,-0.074353,-0.322843
llama3.2:3b,generated_dataset,1777268374,E0003,social_worker,Social worker,financial_pressure_score,0.61285,0.49,-0.12285,0.498282,0.417456,-0.080825,-0.322466
llama3.2:3b,generated_dataset,1777268374,E0003,social_worker,Social worker,psychiatric_need_score,0.53125,0.5,-0.03125,0.525,0.411364,-0.113636,-0.449118
llama3.2:3b,generated_dataset,1777268374,E0003,social_worker,Social worker,resource_intensity_score,0.6119,0.491675,-0.120225,0.49618,0.417576,-0.078604,-0.313517
llama3.2:3b,generated_dataset,1777268374,E0004,psychiatry,concerned psychiatrist,trauma_norm,0.6875,0.5,-0.1875,0.529545,0.525,-0.004545,-0.02582
llama3.2:3b,generated_dataset,1777268374,E0004,psychiatry,concerned psychiatrist,psych_norm,0.25,0.5,0.25,0.429545,0.45,0.020455,0.109061
llama3.2:3b,generated_dataset,1777268374,E0004,psychiatry,concerned psychiatrist,age_norm,0.5,0.4091,-0.0909,0.407855,0.41984,0.011985,0.071181
llama3.2:3b,generated_dataset,1777268374,E0004,psychiatry,concerned psychiatrist,wait_hours_norm,0.464275,0.39285,-0.071425,0.449347,0.358444,-0.090904,-0.463982
llama3.2:3b,generated_dataset,1777268374,E0004,psychiatry,concerned psychiatrist,cost_usd_norm,0.33335,0.53335,0.2,0.423044,0.4885,0.065456,0.350845
llama3.2:3b,generated_dataset,1777268374,E0004,psychiatry,concerned psychiatrist,treatment_hours_norm,0.35715,0.535725,0.178575,0.415591,0.475327,0.059736,0.318638
llama3.2:3b,generated_dataset,1777268374,E0004,psychiatry,concerned psychiatrist,caregiver_support_norm,0.25,0.25,0.0,0.327273,0.363636,0.036364,0.126491
llama3.2:3b,generated_dataset,1777268374,E0004,psychiatry,concerned psychiatrist,caregiver_absent_norm,0.75,0.75,0.0,0.672727,0.636364,-0.036364,-0.126491
llama3.2:3b,generated_dataset,1777268374,E0004,psychiatry,concerned psychiatrist,clinical_priority_score,0.626375,0.60405,-0.022325,0.619653,0.619076,-0.000576,-0.009905
llama3.2:3b,generated_dataset,1777268374,E0004,psychiatry,concerned psychiatrist,social_vulnerability_score,0.641075,0.609575,-0.0315,0.577155,0.534405,-0.042749,-0.250413
llama3.2:3b,generated_dataset,1777268374,E0004,psychiatry,concerned psychiatrist,financial_pressure_score,0.34285,0.5343,0.19145,0.420051,0.483227,0.063176,0.340037
llama3.2:3b,generated_dataset,1777268374,E0004,psychiatry,concerned psychiatrist,psychiatric_need_score,0.25,0.5,0.25,0.429545,0.45,0.020455,0.109061
llama3.2:3b,generated_dataset,1777268374,E0004,psychiatry,concerned psychiatrist,resource_intensity_score,0.34525,0.534525,0.189275,0.419304,0.481898,0.062595,0.336815
llama3.2:3b,generated_dataset,1777268374,E0004,revenue,Revenue officer,trauma_norm,0.6875,0.40625,-0.28125,0.529545,0.470455,-0.059091,-0.385027
llama3.2:3b,generated_dataset,1777268374,E0004,revenue,Revenue officer,psych_norm,0.25,0.625,0.375,0.429545,0.515909,0.086364,0.528206
llama3.2:3b,generated_dataset,1777268374,E0004,revenue,Revenue officer,age_norm,0.5,0.255675,-0.244325,0.407855,0.363636,-0.044218,-0.301235
llama3.2:3b,generated_dataset,1777268374,E0004,revenue,Revenue officer,wait_hours_norm,0.464275,0.428575,-0.0357,0.449347,0.433769,-0.015578,-0.091207
